"database_name","schema_name","object_id","type_desc","object_name","row_counts","total_space_kb","used_space_kb","unused_space_kb","column_name","max_length","column_type","precision"
AdventureWorks2017,PERSON,1118627028,USER_TABLE,STATEPROVINCE,181,416,80,336,name,100,nvarchar,0
AdventureWorks2017,PERSON,1118627028,USER_TABLE,STATEPROVINCE,181,416,80,336,territoryid,4,int,10
AdventureWorks2017,PERSON,1118627028,USER_TABLE,STATEPROVINCE,181,416,80,336,rowguid,16,uniqueidentifier,0
AdventureWorks2017,PERSON,1118627028,USER_TABLE,STATEPROVINCE,181,416,80,336,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1122103038,USER_TABLE,PRODUCTMODELILLUSTRATION,7,72,16,56,productmodelid,4,int,10
AdventureWorks2017,PRODUCTION,1122103038,USER_TABLE,PRODUCTMODELILLUSTRATION,7,72,16,56,illustrationid,4,int,10
AdventureWorks2017,PRODUCTION,1122103038,USER_TABLE,PRODUCTMODELILLUSTRATION,7,72,16,56,modifieddate,8,datetime,23
AdventureWorks2017,DBO,1125579048,USER_TABLE,AWBUILDVERSION,1,72,16,56,systeminformationid,1,tinyint,3
AdventureWorks2017,DBO,1125579048,USER_TABLE,AWBUILDVERSION,1,72,16,56,database version,50,nvarchar,0
AdventureWorks2017,DBO,1125579048,USER_TABLE,AWBUILDVERSION,1,72,16,56,versiondate,8,datetime,23
AdventureWorks2017,DBO,1125579048,USER_TABLE,AWBUILDVERSION,1,72,16,56,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1154103152,USER_TABLE,PRODUCTMODELPRODUCTDESCRIPTIONCULTURE,762,200,48,152,productmodelid,4,int,10
AdventureWorks2017,PRODUCTION,1154103152,USER_TABLE,PRODUCTMODELPRODUCTDESCRIPTIONCULTURE,762,200,48,152,productdescriptionid,4,int,10
AdventureWorks2017,PRODUCTION,1154103152,USER_TABLE,PRODUCTMODELPRODUCTDESCRIPTIONCULTURE,762,200,48,152,cultureid,12,nchar,0
AdventureWorks2017,PRODUCTION,1154103152,USER_TABLE,PRODUCTMODELPRODUCTDESCRIPTIONCULTURE,762,200,48,152,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1157579162,USER_TABLE,BILLOFMATERIALS,2679,792,360,432,billofmaterialsid,4,int,10
AdventureWorks2017,PRODUCTION,1157579162,USER_TABLE,BILLOFMATERIALS,2679,792,360,432,productassemblyid,4,int,10
AdventureWorks2017,PRODUCTION,1157579162,USER_TABLE,BILLOFMATERIALS,2679,792,360,432,componentid,4,int,10
AdventureWorks2017,PRODUCTION,1157579162,USER_TABLE,BILLOFMATERIALS,2679,792,360,432,startdate,8,datetime,23
AdventureWorks2017,PRODUCTION,1157579162,USER_TABLE,BILLOFMATERIALS,2679,792,360,432,enddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1157579162,USER_TABLE,BILLOFMATERIALS,2679,792,360,432,unitmeasurecode,6,nchar,0
AdventureWorks2017,PRODUCTION,1157579162,USER_TABLE,BILLOFMATERIALS,2679,792,360,432,bomlevel,2,smallint,5
AdventureWorks2017,PRODUCTION,1157579162,USER_TABLE,BILLOFMATERIALS,2679,792,360,432,perassemblyqty,5,decimal,38
AdventureWorks2017,PRODUCTION,1157579162,USER_TABLE,BILLOFMATERIALS,2679,792,360,432,modifieddate,8,datetime,23
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,,,,,businessentityid,4,int,10
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,701,1304,896,408,businessentityid,4,int,10
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,,,,,name,100,nvarchar,0
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,701,1304,896,408,name,100,nvarchar,0
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,,,,,salespersonid,4,int,10
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,701,1304,896,408,salespersonid,4,int,10
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,,,,,demographics,-1,xml,0
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,701,1304,896,408,demographics,-1,xml,0
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,,,,,rowguid,16,uniqueidentifier,0
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,701,1304,896,408,rowguid,16,uniqueidentifier,0
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,,,,,modifieddate,8,datetime,23
AdventureWorks2017,SALES,1182627256,USER_TABLE,STORE,701,1304,896,408,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1186103266,USER_TABLE,PRODUCTPHOTO,101,2512,2296,216,productphotoid,4,int,10
AdventureWorks2017,PRODUCTION,1186103266,USER_TABLE,PRODUCTPHOTO,101,2512,2296,216,thumbnailphoto,-1,varbinary,0
AdventureWorks2017,PRODUCTION,1186103266,USER_TABLE,PRODUCTPHOTO,101,2512,2296,216,thumbnailphotofilename,100,nvarchar,0
AdventureWorks2017,PRODUCTION,1186103266,USER_TABLE,PRODUCTPHOTO,101,2512,2296,216,largephoto,-1,varbinary,0
AdventureWorks2017,PRODUCTION,1186103266,USER_TABLE,PRODUCTPHOTO,101,2512,2296,216,largephotofilename,100,nvarchar,0
AdventureWorks2017,PRODUCTION,1186103266,USER_TABLE,PRODUCTPHOTO,101,2512,2296,216,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1218103380,USER_TABLE,PRODUCTPRODUCTPHOTO,504,272,56,216,productid,4,int,10
AdventureWorks2017,PRODUCTION,1218103380,USER_TABLE,PRODUCTPRODUCTPHOTO,504,272,56,216,productphotoid,4,int,10
AdventureWorks2017,PRODUCTION,1218103380,USER_TABLE,PRODUCTPRODUCTPHOTO,504,272,56,216,primary,1,bit,1
AdventureWorks2017,PRODUCTION,1218103380,USER_TABLE,PRODUCTPRODUCTPHOTO,504,272,56,216,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1230627427,USER_TABLE,TRANSACTIONHISTORY,113443,11800,10264,1536,transactionid,4,int,10
AdventureWorks2017,PRODUCTION,1230627427,USER_TABLE,TRANSACTIONHISTORY,113443,11800,10264,1536,productid,4,int,10
AdventureWorks2017,PRODUCTION,1230627427,USER_TABLE,TRANSACTIONHISTORY,113443,11800,10264,1536,referenceorderid,4,int,10
AdventureWorks2017,PRODUCTION,1230627427,USER_TABLE,TRANSACTIONHISTORY,113443,11800,10264,1536,referenceorderlineid,4,int,10
AdventureWorks2017,PRODUCTION,1230627427,USER_TABLE,TRANSACTIONHISTORY,113443,11800,10264,1536,transactiondate,8,datetime,23
AdventureWorks2017,PRODUCTION,1230627427,USER_TABLE,TRANSACTIONHISTORY,113443,11800,10264,1536,transactiontype,2,nchar,0
AdventureWorks2017,PRODUCTION,1230627427,USER_TABLE,TRANSACTIONHISTORY,113443,11800,10264,1536,quantity,4,int,10
AdventureWorks2017,PRODUCTION,1230627427,USER_TABLE,TRANSACTIONHISTORY,113443,11800,10264,1536,actualcost,8,money,19
AdventureWorks2017,PRODUCTION,1230627427,USER_TABLE,TRANSACTIONHISTORY,113443,11800,10264,1536,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1266103551,USER_TABLE,PRODUCTREVIEW,4,400,72,328,productreviewid,4,int,10
AdventureWorks2017,PRODUCTION,1266103551,USER_TABLE,PRODUCTREVIEW,4,400,72,328,productid,4,int,10
AdventureWorks2017,PRODUCTION,1266103551,USER_TABLE,PRODUCTREVIEW,4,400,72,328,reviewername,100,nvarchar,0
AdventureWorks2017,PRODUCTION,1266103551,USER_TABLE,PRODUCTREVIEW,4,400,72,328,reviewdate,8,datetime,23
AdventureWorks2017,PRODUCTION,1266103551,USER_TABLE,PRODUCTREVIEW,4,400,72,328,emailaddress,100,nvarchar,0
AdventureWorks2017,PRODUCTION,1266103551,USER_TABLE,PRODUCTREVIEW,4,400,72,328,rating,4,int,10
AdventureWorks2017,PRODUCTION,1266103551,USER_TABLE,PRODUCTREVIEW,4,400,72,328,comments,7700,nvarchar,0
AdventureWorks2017,PRODUCTION,1266103551,USER_TABLE,PRODUCTREVIEW,4,400,72,328,modifieddate,8,datetime,23
AdventureWorks2017,PERSON,1285579618,USER_TABLE,BUSINESSENTITY,20777,1488,1336,152,businessentityid,4,int,10
AdventureWorks2017,PERSON,1285579618,USER_TABLE,BUSINESSENTITY,20777,1488,1336,152,rowguid,16,uniqueidentifier,0
AdventureWorks2017,PERSON,1285579618,USER_TABLE,BUSINESSENTITY,20777,1488,1336,152,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1310627712,USER_TABLE,TRANSACTIONHISTORYARCHIVE,89253,9688,8136,1552,transactionid,4,int,10
AdventureWorks2017,PRODUCTION,1310627712,USER_TABLE,TRANSACTIONHISTORYARCHIVE,89253,9688,8136,1552,productid,4,int,10
AdventureWorks2017,PRODUCTION,1310627712,USER_TABLE,TRANSACTIONHISTORYARCHIVE,89253,9688,8136,1552,referenceorderid,4,int,10
AdventureWorks2017,PRODUCTION,1310627712,USER_TABLE,TRANSACTIONHISTORYARCHIVE,89253,9688,8136,1552,referenceorderlineid,4,int,10
AdventureWorks2017,PRODUCTION,1310627712,USER_TABLE,TRANSACTIONHISTORYARCHIVE,89253,9688,8136,1552,transactiondate,8,datetime,23
AdventureWorks2017,PRODUCTION,1310627712,USER_TABLE,TRANSACTIONHISTORYARCHIVE,89253,9688,8136,1552,transactiontype,2,nchar,0
AdventureWorks2017,PRODUCTION,1310627712,USER_TABLE,TRANSACTIONHISTORYARCHIVE,89253,9688,8136,1552,quantity,4,int,10
AdventureWorks2017,PRODUCTION,1310627712,USER_TABLE,TRANSACTIONHISTORYARCHIVE,89253,9688,8136,1552,actualcost,8,money,19
AdventureWorks2017,PRODUCTION,1310627712,USER_TABLE,TRANSACTIONHISTORYARCHIVE,89253,9688,8136,1552,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1330103779,USER_TABLE,PRODUCTSUBCATEGORY,37,216,48,168,productsubcategoryid,4,int,10
AdventureWorks2017,PRODUCTION,1330103779,USER_TABLE,PRODUCTSUBCATEGORY,37,216,48,168,productcategoryid,4,int,10
AdventureWorks2017,PRODUCTION,1330103779,USER_TABLE,PRODUCTSUBCATEGORY,37,216,48,168,name,100,nvarchar,0
AdventureWorks2017,PRODUCTION,1330103779,USER_TABLE,PRODUCTSUBCATEGORY,37,216,48,168,rowguid,16,uniqueidentifier,0
AdventureWorks2017,PRODUCTION,1330103779,USER_TABLE,PRODUCTSUBCATEGORY,37,216,48,168,modifieddate,8,datetime,23
AdventureWorks2017,PERSON,1333579789,USER_TABLE,BUSINESSENTITYADDRESS,19614,2656,2312,344,businessentityid,4,int,10
AdventureWorks2017,PERSON,1333579789,USER_TABLE,BUSINESSENTITYADDRESS,19614,2656,2312,344,addressid,4,int,10
AdventureWorks2017,PERSON,1333579789,USER_TABLE,BUSINESSENTITYADDRESS,19614,2656,2312,344,addresstypeid,4,int,10
AdventureWorks2017,PERSON,1333579789,USER_TABLE,BUSINESSENTITYADDRESS,19614,2656,2312,344,rowguid,16,uniqueidentifier,0
AdventureWorks2017,PERSON,1333579789,USER_TABLE,BUSINESSENTITYADDRESS,19614,2656,2312,344,modifieddate,8,datetime,23
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,productid,4,int,10
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,businessentityid,4,int,10
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,averageleadtime,4,int,10
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,standardprice,8,money,19
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,lastreceiptcost,8,money,19
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,lastreceiptdate,8,datetime,23
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,minorderqty,4,int,10
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,maxorderqty,4,int,10
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,onorderqty,4,int,10
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,unitmeasurecode,6,nchar,0
AdventureWorks2017,PURCHASING,1378103950,USER_TABLE,PRODUCTVENDOR,460,472,104,368,modifieddate,8,datetime,23
AdventureWorks2017,PERSON,1381579960,USER_TABLE,BUSINESSENTITYCONTACT,909,800,192,608,businessentityid,4,int,10
AdventureWorks2017,PERSON,1381579960,USER_TABLE,BUSINESSENTITYCONTACT,909,800,192,608,personid,4,int,10
AdventureWorks2017,PERSON,1381579960,USER_TABLE,BUSINESSENTITYCONTACT,909,800,192,608,contacttypeid,4,int,10
AdventureWorks2017,PERSON,1381579960,USER_TABLE,BUSINESSENTITYCONTACT,909,800,192,608,rowguid,16,uniqueidentifier,0
AdventureWorks2017,PERSON,1381579960,USER_TABLE,BUSINESSENTITYCONTACT,909,800,192,608,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1390627997,USER_TABLE,UNITMEASURE,38,144,32,112,unitmeasurecode,6,nchar,0
AdventureWorks2017,PRODUCTION,1390627997,USER_TABLE,UNITMEASURE,38,144,32,112,name,100,nvarchar,0
AdventureWorks2017,PRODUCTION,1390627997,USER_TABLE,UNITMEASURE,38,144,32,112,modifieddate,8,datetime,23
AdventureWorks2017,PURCHASING,1422628111,USER_TABLE,VENDOR,104,272,48,224,businessentityid,4,int,10
AdventureWorks2017,PURCHASING,1422628111,USER_TABLE,VENDOR,104,272,48,224,accountnumber,30,nvarchar,0
AdventureWorks2017,PURCHASING,1422628111,USER_TABLE,VENDOR,104,272,48,224,name,100,nvarchar,0
AdventureWorks2017,PURCHASING,1422628111,USER_TABLE,VENDOR,104,272,48,224,creditrating,1,tinyint,3
AdventureWorks2017,PURCHASING,1422628111,USER_TABLE,VENDOR,104,272,48,224,preferredvendorstatus,1,bit,1
AdventureWorks2017,PURCHASING,1422628111,USER_TABLE,VENDOR,104,272,48,224,activeflag,1,bit,1
AdventureWorks2017,PURCHASING,1422628111,USER_TABLE,VENDOR,104,272,48,224,purchasingwebserviceurl,2048,nvarchar,0
AdventureWorks2017,PURCHASING,1422628111,USER_TABLE,VENDOR,104,272,48,224,modifieddate,8,datetime,23
AdventureWorks2017,PERSON,1429580131,USER_TABLE,CONTACTTYPE,20,144,32,112,contacttypeid,4,int,10
AdventureWorks2017,PERSON,1429580131,USER_TABLE,CONTACTTYPE,20,144,32,112,name,100,nvarchar,0
AdventureWorks2017,PERSON,1429580131,USER_TABLE,CONTACTTYPE,20,144,32,112,modifieddate,8,datetime,23
AdventureWorks2017,SALES,1461580245,USER_TABLE,COUNTRYREGIONCURRENCY,109,144,32,112,countryregioncode,6,nvarchar,0
AdventureWorks2017,SALES,1461580245,USER_TABLE,COUNTRYREGIONCURRENCY,109,144,32,112,currencycode,6,nchar,0
AdventureWorks2017,SALES,1461580245,USER_TABLE,COUNTRYREGIONCURRENCY,109,144,32,112,modifieddate,8,datetime,23
AdventureWorks2017,PERSON,1493580359,USER_TABLE,COUNTRYREGION,238,400,64,336,countryregioncode,6,nvarchar,0
AdventureWorks2017,PERSON,1493580359,USER_TABLE,COUNTRYREGION,238,400,64,336,name,100,nvarchar,0
AdventureWorks2017,PERSON,1493580359,USER_TABLE,COUNTRYREGION,238,400,64,336,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,workorderid,4,int,10
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,productid,4,int,10
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,orderqty,4,int,10
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,stockedqty,4,int,10
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,scrappedqty,2,smallint,5
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,startdate,8,datetime,23
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,enddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,duedate,8,datetime,23
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,scrapreasonid,2,smallint,5
AdventureWorks2017,PRODUCTION,1502628396,USER_TABLE,WORKORDER,72591,7576,6312,1264,modifieddate,8,datetime,23
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,purchaseorderid,4,int,10
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,purchaseorderdetailid,4,int,10
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,duedate,8,datetime,23
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,orderqty,2,smallint,5
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,productid,4,int,10
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,unitprice,8,money,19
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,linetotal,8,money,19
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,receivedqty,5,decimal,38
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,rejectedqty,5,decimal,38
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,stockedqty,5,decimal,38
AdventureWorks2017,PURCHASING,1506104406,USER_TABLE,PURCHASEORDERDETAIL,8845,912,704,208,modifieddate,8,datetime,23
AdventureWorks2017,SALES,1525580473,USER_TABLE,CREDITCARD,19118,2512,2328,184,creditcardid,4,int,10
AdventureWorks2017,SALES,1525580473,USER_TABLE,CREDITCARD,19118,2512,2328,184,cardtype,100,nvarchar,0
AdventureWorks2017,SALES,1525580473,USER_TABLE,CREDITCARD,19118,2512,2328,184,cardnumber,50,nvarchar,0
AdventureWorks2017,SALES,1525580473,USER_TABLE,CREDITCARD,19118,2512,2328,184,expmonth,1,tinyint,3
AdventureWorks2017,SALES,1525580473,USER_TABLE,CREDITCARD,19118,2512,2328,184,expyear,2,smallint,5
AdventureWorks2017,SALES,1525580473,USER_TABLE,CREDITCARD,19118,2512,2328,184,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1557580587,USER_TABLE,CULTURE,8,144,32,112,cultureid,12,nchar,0
AdventureWorks2017,PRODUCTION,1557580587,USER_TABLE,CULTURE,8,144,32,112,name,100,nvarchar,0
AdventureWorks2017,PRODUCTION,1557580587,USER_TABLE,CULTURE,8,144,32,112,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,workorderid,4,int,10
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,productid,4,int,10
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,operationsequence,2,smallint,5
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,locationid,2,smallint,5
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,scheduledstartdate,8,datetime,23
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,scheduledenddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,actualstartdate,8,datetime,23
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,actualenddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,actualresourcehrs,5,decimal,38
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,plannedcost,8,money,19
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,actualcost,8,money,19
AdventureWorks2017,PRODUCTION,1582628681,USER_TABLE,WORKORDERROUTING,67131,8016,6856,1160,modifieddate,8,datetime,23
AdventureWorks2017,SALES,1589580701,USER_TABLE,CURRENCY,105,144,32,112,currencycode,6,nchar,0
AdventureWorks2017,SALES,1589580701,USER_TABLE,CURRENCY,105,144,32,112,name,100,nvarchar,0
AdventureWorks2017,SALES,1589580701,USER_TABLE,CURRENCY,105,144,32,112,modifieddate,8,datetime,23
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,purchaseorderid,4,int,10
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,revisionnumber,1,tinyint,3
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,status,1,tinyint,3
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,employeeid,4,int,10
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,vendorid,4,int,10
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,shipmethodid,4,int,10
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,orderdate,8,datetime,23
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,shipdate,8,datetime,23
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,subtotal,8,money,19
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,taxamt,8,money,19
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,freight,8,money,19
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,totaldue,8,money,19
AdventureWorks2017,PURCHASING,1602104748,USER_TABLE,PURCHASEORDERHEADER,4012,856,496,360,modifieddate,8,datetime,23
AdventureWorks2017,SALES,1621580815,USER_TABLE,CURRENCYRATE,13532,1360,1208,152,currencyrateid,4,int,10
AdventureWorks2017,SALES,1621580815,USER_TABLE,CURRENCYRATE,13532,1360,1208,152,currencyratedate,8,datetime,23
AdventureWorks2017,SALES,1621580815,USER_TABLE,CURRENCYRATE,13532,1360,1208,152,fromcurrencycode,6,nchar,0
AdventureWorks2017,SALES,1621580815,USER_TABLE,CURRENCYRATE,13532,1360,1208,152,tocurrencycode,6,nchar,0
AdventureWorks2017,SALES,1621580815,USER_TABLE,CURRENCYRATE,13532,1360,1208,152,averagerate,8,money,19
AdventureWorks2017,SALES,1621580815,USER_TABLE,CURRENCYRATE,13532,1360,1208,152,endofdayrate,8,money,19
AdventureWorks2017,SALES,1621580815,USER_TABLE,CURRENCYRATE,13532,1360,1208,152,modifieddate,8,datetime,23
AdventureWorks2017,SALES,1653580929,USER_TABLE,CUSTOMER,19820,2656,2296,360,customerid,4,int,10
AdventureWorks2017,SALES,1653580929,USER_TABLE,CUSTOMER,19820,2656,2296,360,personid,4,int,10
AdventureWorks2017,SALES,1653580929,USER_TABLE,CUSTOMER,19820,2656,2296,360,storeid,4,int,10
AdventureWorks2017,SALES,1653580929,USER_TABLE,CUSTOMER,19820,2656,2296,360,territoryid,4,int,10
AdventureWorks2017,SALES,1653580929,USER_TABLE,CUSTOMER,19820,2656,2296,360,accountnumber,10,varchar,0
AdventureWorks2017,SALES,1653580929,USER_TABLE,CUSTOMER,19820,2656,2296,360,rowguid,16,uniqueidentifier,0
AdventureWorks2017,SALES,1653580929,USER_TABLE,CUSTOMER,19820,2656,2296,360,modifieddate,8,datetime,23
AdventureWorks2017,HUMANRESOURCES,1701581100,USER_TABLE,DEPARTMENT,16,144,32,112,departmentid,2,smallint,5
AdventureWorks2017,HUMANRESOURCES,1701581100,USER_TABLE,DEPARTMENT,16,144,32,112,name,100,nvarchar,0
AdventureWorks2017,HUMANRESOURCES,1701581100,USER_TABLE,DEPARTMENT,16,144,32,112,groupname,100,nvarchar,0
AdventureWorks2017,HUMANRESOURCES,1701581100,USER_TABLE,DEPARTMENT,16,144,32,112,modifieddate,8,datetime,23
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,documentnode,892,,
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,documentlevel,2,smallint,5
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,title,100,nvarchar,0
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,owner,4,int,10
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,folderflag,1,bit,1
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,filename,800,nvarchar,0
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,fileextension,16,nvarchar,0
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,revision,10,nchar,0
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,changenumber,4,int,10
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,status,1,tinyint,3
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,documentsummary,-1,nvarchar,0
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,document,-1,varbinary,0
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,rowguid,16,uniqueidentifier,0
AdventureWorks2017,PRODUCTION,1733581214,USER_TABLE,DOCUMENT,13,752,408,344,modifieddate,8,datetime,23
AdventureWorks2017,SALES,1810105489,USER_TABLE,SALESORDERDETAIL,121317,17752,16072,1680,salesorderid,4,int,10
AdventureWorks2017,SALES,1810105489,USER_TABLE,SALESORDERDETAIL,121317,17752,16072,1680,salesorderdetailid,4,int,10
AdventureWorks2017,SALES,1810105489,USER_TABLE,SALESORDERDETAIL,121317,17752,16072,1680,carriertrackingnumber,50,nvarchar,0
AdventureWorks2017,SALES,1810105489,USER_TABLE,SALESORDERDETAIL,121317,17752,16072,1680,orderqty,2,smallint,5
AdventureWorks2017,SALES,1810105489,USER_TABLE,SALESORDERDETAIL,121317,17752,16072,1680,productid,4,int,10
AdventureWorks2017,SALES,1810105489,USER_TABLE,SALESORDERDETAIL,121317,17752,16072,1680,specialofferid,4,int,10
